,TOTAL_BICYCLES,TOTAL_VEHICLES,TOTAL_PEDESTRIANS,LATITUDE,LONGITUDE,XCOORD,YCOORD,FATAL_BICYCLIST,MPDLATITUDE,MPDLONGITUDE,FROMDATE,NEARESTINTSTREETNAME,NEARESTINTROUTEID,OFFINTERSECTION
104224,1,1,0,38.88374,-76.9947,400459.834,135100.251,0,38.883720000000004,-76.9947,2018-04-30 04:00:00+00:00,D ST SE,13000802*1,23.72
104228,1,1,0,38.898573,-77.031953,397228.2,136747.30599999998,0,38.898588000000004,-77.03191,2018-04-30 04:00:00+00:00,G ST NW,11038612,30.3836029
104239,1,1,0,38.903728,-76.99806,400168.251,137319.098,0,38.903715000000005,-76.998323,2019-10-05 04:00:00+00:00,6TH ST NE,12000602,10.56
104271,1,1,0,38.903733,-77.005749,399501.335,137319.65099999998,0,38.903735,-77.005749,2019-06-25 04:00:00+00:00,L ST NE,12053492,11.84
104359,1,1,0,38.903872,-76.995373,400401.37700000004,137335.107,0,38.903923999999996,-76.99519699999999,2019-06-24 04:00:00+00:00,8TH ST NE,12000802,30.26
104459,1,1,0,38.900117,-76.981833,401575.89700000006,136918.45,0,38.900065000000005,-76.98338100000001,2018-06-08 04:00:00+00:00,,,-999.0
104560,1,1,0,38.916708,-77.031951,397229.107,138760.43300000002,0,38.916755,-77.03195699999999,2018-10-22 04:00:00+00:00,U ST NW,11087232,26.957063899999998
104621,1,1,0,38.889903000000004,-77.00204000000001,399823.021,135784.413,0,38.889903000000004,-77.001959,2018-01-19 05:00:00+00:00,3RD ST SE,13000302,12.6494578
104875,1,1,0,38.89201,-77.00351500000001,399695.1,136018.34900000002,0,38.891927,-77.00354499999999,2019-06-26 04:00:00+00:00,2ND ST NE & MARYLAND AVE NE,12000202,9.58
104943,1,2,0,38.916261999999996,-77.021893,398101.32,138710.67,0,38.916261999999996,-77.021893,2018-01-20 05:00:00+00:00,FLORIDA AVE NW,11036722,0.0797277
104947,1,1,0,38.909793,-77.016163,398598.165,137992.533,0,38.909793,-77.015978,2018-01-20 05:00:00+00:00,P ST NW,11068382,23.2422902
104959,1,1,0,38.927327000000005,-77.036484,396836.45200000005,139939.475,0,38.927328,-77.036589,2018-07-27 04:00:00+00:00,ARGONNE PL NW,11010792,21.063827
105046,1,1,0,38.900693,-77.045773,396029.508,136983.139,0,38.901227,-77.046297,2018-10-22 04:00:00+00:00,21ST ST NW & I ST NW,11002102,32.46
105100,1,1,0,38.937151,-77.032107,397216.354,141029.857,0,38.936979,-77.032198,2019-06-27 04:00:00+00:00,14TH ST NW,11001402,47.44
105174,1,1,1,38.913089,-77.029007,397484.271,138358.689,0,38.912912,-77.029092,2019-06-27 04:00:00+00:00,13TH ST NW,11001302,47.58
105438,1,1,0,38.896871000000004,-77.006431,399442.11,136557.939,0,38.897027,-77.007974,2019-06-28 04:00:00+00:00,MASSACHUSETTS AVE NE & COLUMBUS CIR NE,12024732,25.13
105487,1,1,0,38.912607,-77.029761,397418.85299999994,138305.13199999998,0,38.912631,-77.029761,2018-01-22 05:00:00+00:00,13TH ST NW,11001302,12.3415224
105868,1,1,0,38.917291999999996,-77.09650500000001,391630.814,138829.198,0,38.918784,-77.098162,2019-06-29 04:00:00+00:00,MACARTHUR BLVD NW,11057912,38.29
105878,1,1,0,38.872032,-77.009085,399211.66,133800.688,0,38.872032,-77.009085,2018-01-23 05:00:00+00:00,P ST SW,14068382,0.04
106165,1,1,0,38.897009999999995,-77.014073,398779.172,136573.415,0,38.897431,-77.003724,2019-06-30 04:00:00+00:00,F ST NE,12034382,21.35
106240,1,1,0,38.94256,-76.985646,401244.36,141629.92,0,38.94256,-76.985646,2019-07-01 04:00:00+00:00,MICHIGAN AVE NE,12060582,0.02
106317,1,1,0,38.901331,-77.033117,397127.359,137053.52800000002,0,38.901342,-77.033658,2019-09-19 04:00:00+00:00,15TH ST NW,11001502,1.95
106401,1,3,0,38.916722,-77.041776,396377.029,138762.363,0,38.916754,-77.04190200000001,2018-05-01 04:00:00+00:00,18TH ST NW,11001802,21.5225439
106459,1,1,0,38.9172,-77.000029,399997.465,138814.573,0,38.917059,-77.000284,2018-10-23 04:00:00+00:00,U ST NE,12087232,25.73
106473,1,1,0,38.913937,-77.022426,398055.041,138452.577,0,38.914147,-77.02214599999999,2019-01-18 05:00:00+00:00,S ST NW,11077672,25.681787399999997
106531,1,1,0,38.900206,-76.938322,405350.20700000005,136929.989,0,38.900338,-76.938233,2019-07-11 04:00:00+00:00,NANNIE HELEN BURROUGHS AVE NE,12063252,16.66
106538,1,1,0,38.933096,-76.979963,401737.321,140579.417,0,38.933036,-76.979957,2018-01-25 05:00:00+00:00,18TH ST NE,12001802,30.8769882
106566,1,1,0,38.90178,-77.021916,398098.974,137103.085,0,38.901749,-77.021935,2019-04-04 04:00:00+00:00,K ST NW,11050892,39.1526699
106637,1,1,0,38.929196000000005,-77.018407,398403.917,140146.37300000002,0,38.929219,-77.017887,2019-07-02 04:00:00+00:00,PARK PL NW,11068832,16.28
106871,1,7,0,38.931942,-77.02971099999999,397423.927,140451.461,0,38.931940999999995,-77.029972,2017-08-14 04:00:00+00:00,MONROE ST NW,11061422,51.81807379999999
107021,1,1,0,38.906103,-77.03980899999999,396547.07,137583.479,0,38.905607,-77.040987,2019-10-07 04:00:00+00:00,M ST NW & RHODE ISLAND AVE NW,11057852,13.54
107132,1,1,0,38.899768,-77.016202,398594.554,136879.676,0,38.899769,-77.01619000000001,2019-07-03 04:00:00+00:00,H ST NW,11042442,2.48
107192,1,1,0,38.903306,-77.046341,395980.36100000003,137273.22699999998,0,38.902460999999995,-77.046673,2019-07-03 04:00:00+00:00,21ST ST NW,11002102,7.51
107252,1,2,0,38.905219,-77.059168,394867.94,137486.27800000002,0,38.905219,-77.059168,2017-05-19 04:00:00+00:00,M ST NW,11057852,0.049039400000000004
107366,1,1,0,38.914102,-77.016818,398541.398,138470.786,0,38.9141,-77.016832,2018-07-27 04:00:00+00:00,RHODE ISLAND AVE NW,11075462,1.1876316
107433,1,1,0,38.885162,-76.99738599999999,400226.81299999997,135258.13,0,38.884962,-76.997513,2018-01-27 05:00:00+00:00,6TH ST SE,13000602,107.8365517
107441,1,1,0,38.920559000000004,-76.981087,401640.106,139187.708,0,38.920634,-76.980908,2018-05-02 04:00:00+00:00,15TH ST NE,12001502,111.7986876
107598,1,1,0,38.876462,-77.017606,398472.3,134292.47199999998,0,38.876462,-77.017606,2019-07-05 04:00:00+00:00,M ST SW,14057852,0.08
107772,1,1,0,38.912593,-77.008535,399259.77,138303.18,0,38.912593,-77.008535,2019-07-06 04:00:00+00:00,LINCOLN RD NE,12055642,0.08
107972,1,2,0,38.901666999999996,-77.032705,397163.11,137090.846,0,38.901146999999995,-77.031789,2018-05-02 04:00:00+00:00,I ST NW,11047772,82.1748989
108242,1,1,0,38.903698999999996,-77.01955600000001,398303.758,137316.02,0,38.903521000000005,-77.019793,2018-06-02 04:00:00+00:00,6TH ST NW,11000602,11.5791933
108400,1,1,0,38.908033,-77.00709300000001,399384.825,137796.987,0,38.908051,-77.007103,2018-01-30 05:00:00+00:00,1ST ST NE,12000102,114.44648490000002
108449,1,1,0,38.906663,-77.03718,396775.13700000005,137645.55599999998,0,38.907171000000005,-77.037148,2018-01-30 05:00:00+00:00,,,-999.0
108580,1,1,0,38.917309,-76.973437,402303.659,138827.047,0,38.917464,-76.973598,2019-10-24 04:00:00+00:00,NEW YORK AVE NE,12064672,41.77
108637,1,1,0,38.908910999999996,-76.982276,401537.22,137894.59900000002,0,38.908885,-76.982215,2018-05-02 04:00:00+00:00,MOUNT OLIVET RD NE,12062462,12.781610699999998
108670,1,1,0,38.906304,-77.040504,396486.81200000003,137605.805,0,38.906065000000005,-77.040009,2018-01-22 05:00:00+00:00,RHODE ISLAND AVE NW,11075462,28.6881554
108747,1,1,0,38.907242,-77.038107,396694.744,137709.883,0,38.907675,-77.037953,2019-07-09 04:00:00+00:00,MASSACHUSETTS AVE NW,11059602,26.19
108758,1,1,0,38.866701,-76.984726,401325.50700000004,133208.911,0,38.866502000000004,-76.98423100000001,2019-07-09 04:00:00+00:00,MINNESOTA AVE SE,13061162,18.48
108771,1,1,0,38.903584,-77.044198,396166.31799999997,137304.01,0,38.903653999999996,-77.044055,2019-07-09 04:00:00+00:00,L ST NW,11053492,15.74
108857,1,1,0,38.904754,-77.056732,395079.145,137434.55599999998,0,38.904720000000005,-77.056688,2019-10-07 04:00:00+00:00,28TH ST NW,11002802,39.67
108963,1,1,0,38.894641,-76.92485699999999,406518.07,136304.04,0,38.894641,-76.92485699999999,2019-07-09 04:00:00+00:00,53RD ST NE,12005302,9.07
108971,1,1,0,38.925785,-77.02673,397682.166,139768.00199999998,0,38.925883,-77.02674499999999,2019-07-10 04:00:00+00:00,GIRARD ST NW,11040432,13.48
109014,1,1,0,38.904365000000006,-77.046645,395954.081,137390.848,0,38.904365000000006,-77.04673100000001,2019-07-10 04:00:00+00:00,L ST NW,11053492,69.51
109019,1,1,0,38.933515,-76.98096899999999,401650.05,140625.85199999998,0,38.933689,-76.980983,2018-06-15 04:00:00+00:00,17TH ST NE,12001702,28.7357924
109032,1,1,0,38.911309,-77.02192,398098.89200000005,138160.88199999998,0,38.911309,-77.021744,2018-05-02 04:00:00+00:00,Q ST NW,11072862,25.598555800000003
109095,1,1,0,38.931264,-77.02355,397958.065,140376.139,0,38.931264,-77.023555,2018-02-01 05:00:00+00:00,LAMONT ST NW,11053752,7.9655478
109222,1,1,0,38.909638,-77.043438,396232.50299999997,137976.022,0,38.909027,-77.043229,2019-07-29 04:00:00+00:00,CONNECTICUT AVE NW,11025152,11.6
109465,1,1,0,38.897487,-76.969628,402634.71200000006,136626.71300000002,0,38.897519,-76.969687,2018-02-02 05:00:00+00:00,BENNING RD NE,12015342,25.7443629
109480,1,1,0,38.92451,-77.027039,397655.37200000003,139626.416,0,38.92451,-77.02724,2018-02-02 05:00:00+00:00,FAIRMONT ST NW,11034582,33.2032713
109517,1,1,0,38.929328999999996,-77.03271099999999,397163.674,140161.561,0,38.928771000000005,-77.03268299999999,2018-07-29 04:00:00+00:00,IRVING ST NW,11048752,5.370758900000001
109738,1,1,0,38.901643,-77.04444699999999,396144.55799999996,137088.549,0,38.901355,-77.044379,2019-07-10 04:00:00+00:00,I ST NW,11047772,45.41
109745,1,1,0,38.939106,-77.03644399999999,396840.44299999997,141246.94,0,38.939323,-77.03625500000001,2019-07-12 04:00:00+00:00,ARKANSAS AVE NW,11011052,29.2
110031,1,1,0,38.908533,-77.021914,398099.31200000003,137852.71,0,38.908533,-77.02194,2018-07-11 04:00:00+00:00,O ST NW,11065842,4.791159700000001
110163,1,1,0,38.895108,-77.022424,398054.69299999997,136362.478,0,38.89496,-77.02192,2019-07-12 04:00:00+00:00,7TH ST NW,11000702,18.4
110224,1,1,0,38.930415999999994,-76.99639300000001,400312.719,140281.69,0,38.930976,-76.996404,2018-07-11 04:00:00+00:00,7TH ST NE,12000702,66.784563
110284,1,1,0,38.927375,-77.036808,396808.825,139943.313,0,38.927372,-77.036822,2018-02-05 05:00:00+00:00,ARGONNE PL NW,11010792,29.023006199999998
110339,1,1,0,38.912419,-77.008584,399255.487,138283.932,0,38.912620000000004,-77.008475,2019-07-13 04:00:00+00:00,LINCOLN RD NE,12055642,6.05
110353,1,1,0,38.886276,-77.012988,398873.152,135381.84699999998,0,38.886041999999996,-77.01217700000001,2018-05-03 04:00:00+00:00,2ND ST SW,14000202,168.1403246
110382,1,1,0,38.930986,-77.033917,397059.217,140345.476,0,38.93076,-77.034161,2019-07-13 04:00:00+00:00,HIATT PL NW,11044522,68.87
110427,2,1,0,38.898333,-76.979139,401809.63200000004,136720.457,0,38.897953,-76.979212,2019-07-13 04:00:00+00:00,GALES ST NE,12039002,43.48
110479,1,1,0,38.844525,-76.985127,401291.144,130747.2,0,38.844496,-76.98490100000001,2019-07-13 04:00:00+00:00,SAVANNAH ST SE & Alley-47003552,13078322,31.57
110509,1,2,0,38.891815,-77.03366199999999,397079.695,135997.178,0,38.891815,-77.033697,2019-07-14 04:00:00+00:00,CONSTITUTION AVE NW,11025352,30.71
110571,1,1,0,38.907824,-77.034564,397002.11100000003,137774.358,0,38.907824,-77.034582,2018-10-25 04:00:00+00:00,RHODE ISLAND AVE NW,11075462,12.29
110623,1,2,0,38.933118,-77.061631,394656.407,140583.39,0,38.933474,-77.062836,2019-07-29 04:00:00+00:00,MACOMB ST NW,11057982,78.61
110639,1,1,0,38.943163,-77.07702900000001,393322.28,141699.49,0,38.943163,-77.07702900000001,2018-05-03 04:00:00+00:00,39TH ST NW,11003902,0.7969725000000001
110688,1,1,0,38.895207,-77.00350999999999,399695.5,136373.23,0,38.895207,-77.00350999999999,2019-07-29 04:00:00+00:00,MASSACHUSETTS AVE NE,12059602,0.02
110952,1,1,0,38.914043,-76.98174300000001,401583.394,138464.321,0,38.914268,-76.982068,2018-11-30 05:00:00+00:00,15TH ST NE,12001502,71.7295997
111034,1,1,0,38.90521,-77.03502900000001,396961.643,137484.25199999998,0,38.905212,-77.034593,2019-10-09 04:00:00+00:00,15TH ST NW,11001502,1.97
111131,1,1,0,38.878637,-76.931139,405975.065,134536.093,0,38.878543,-76.93154399999999,2019-07-15 04:00:00+00:00,H ST SE,13042442,13.79
111168,1,2,0,38.878706,-76.981915,401569.26200000005,134541.633,0,38.878659000000006,-76.981995,2018-02-07 05:00:00+00:00,BARNEY CIR SE,13013522,22.7057711
111338,1,1,0,38.934618,-77.032733,397162.02,140748.65,0,38.933954,-77.032763,2018-07-30 04:00:00+00:00,OAK ST NW,11066042,11.336755400000001
111408,1,1,0,38.899667,-77.00350300000001,399696.126,136868.255,0,38.899667,-77.003846,2018-02-08 05:00:00+00:00,H ST NE,12042442,64.64571219999999
111504,1,1,0,38.951558,-77.025358,397801.92100000003,142628.96,0,38.951777,-77.025593,2018-02-09 05:00:00+00:00,9TH ST NW,11000902,25.370372399999997
111627,1,1,0,38.905643,-77.019901,398273.84,137531.92,0,38.905643,-77.019901,2019-07-17 04:00:00+00:00,M ST NW,11057852,0.01
111671,1,1,0,38.899687,-77.041993,396357.347,136871.394,0,38.900090000000006,-77.042012,2019-07-29 04:00:00+00:00,18TH ST NW,11001802,30.17
111684,1,1,0,38.903743,-77.043906,396191.601,137321.684,0,38.903698999999996,-77.04350600000001,2019-07-17 04:00:00+00:00,L ST NW,11053492,6.62
111690,1,1,0,38.900202,-76.992645,400638.0,136927.714,0,38.900202,-76.992645,2018-02-09 05:00:00+00:00,H ST NE,12042442,0.010727
111732,1,1,0,38.873296,-76.991315,400753.66,133940.909,0,38.873162,-76.991405,2019-07-18 04:00:00+00:00,11TH ST SE,13001102,16.73
111817,1,1,0,38.908165999999994,-77.035638,396909.00399999996,137812.315,0,38.907593,-77.035362,2018-05-04 04:00:00+00:00,,,-999.0
111822,1,1,0,38.934922,-77.03618900000001,396904.939,140772.50199999998,0,38.934931,-77.036213,2018-02-10 05:00:00+00:00,OAK ST NW,11066042,44.585082899999996
111954,1,2,0,38.922004,-77.042823,396286.525,139348.732,0,38.920499,-77.043679,2019-07-18 04:00:00+00:00,BELMONT RD NW,11014952,23.99
111976,1,1,0,38.937329999999996,-77.072418,393721.51,141051.73,0,38.937203000000004,-77.07239399999999,2019-07-18 04:00:00+00:00,PORTER ST NW,11071632,14.24
111980,1,1,0,38.896311,-77.010113,399122.74,136495.861,0,38.896155,-77.01021899999999,2019-07-18 04:00:00+00:00,E ST NW,11031332,46.34
112003,1,1,0,38.917002000000004,-77.037037,396788.00200000004,138793.309,0,38.916868,-77.036608,2019-10-09 04:00:00+00:00,NEW HAMPSHIRE AVE NW & U ST NW,11064222,17.96
112032,1,1,0,38.905196000000004,-77.060774,394728.63399999996,137483.814,0,38.905259,-77.060775,2018-05-04 04:00:00+00:00,31ST ST NW,11003102,36.33634779999999
112080,1,1,0,38.962701,-77.02662099999999,397692.834,143865.957,0,38.962703000000005,-77.027951,2019-10-09 04:00:00+00:00,GEORGIA AVE NW,11040042,5.41
112362,1,1,0,38.904168,-77.021914,398099.21,137368.19,0,38.904168,-77.021914,2019-07-19 04:00:00+00:00,7TH ST NW,11000702,0.02
112383,1,2,0,38.896133,-77.023247,397983.354,136476.229,0,38.896312,-77.02324899999999,2019-07-19 04:00:00+00:00,E ST NW,11031332,32.21
112530,1,1,0,38.921315,-77.042263,396335.04299999995,139272.279,0,38.921269,-77.042491,2018-02-12 05:00:00+00:00,BELMONT RD NW,11014952,85.6860191
112538,1,1,0,38.911127,-77.02962099999999,397430.95,138140.84,0,38.911127,-77.02962099999999,2018-02-11 05:00:00+00:00,Q ST NW,11072862,0.0369015
112739,1,1,0,38.912337,-77.066108,394266.56,138276.802,0,38.912335999999996,-77.06610500000001,2018-02-12 05:00:00+00:00,RESERVOIR RD NW,11075332,16.5802589
112795,1,1,0,38.947895,-77.065678,394306.69,142224.09,0,38.947887,-77.065779,2019-07-21 04:00:00+00:00,CONNECTICUT AVE NW,11025152,8.83
112870,1,1,0,38.902640000000005,-77.029147,397471.811,137198.77599999998,0,38.902829,-77.029402,2018-02-12 05:00:00+00:00,13TH ST NW & K ST NW Service Rd,11001302,39.2
112879,1,1,0,38.901333,-77.031482,397269.172,137053.657,0,38.901343,-77.031482,2018-02-12 05:00:00+00:00,14TH ST NW,11001402,41.7142969
112888,1,1,0,38.898804,-77.027034,397654.898,136772.851,0,38.898804,-77.027068,2018-02-12 05:00:00+00:00,G ST NW,11038612,54.242240100000004
113084,1,1,0,38.927172999999996,-77.041809,396374.672,139922.478,0,38.927464,-77.04249200000001,2019-07-21 04:00:00+00:00,ADAMS MILL RD NW,11009102,13.67
113091,1,1,0,38.933484,-77.07270799999999,393695.945,140624.804,0,38.93371,-77.07268499999999,2018-05-20 04:00:00+00:00,WISCONSIN AVE NW,11094052,34.309264299999995
113141,1,1,1,38.896352,-77.03365,397080.93799999997,136500.856,0,38.896352,-77.033635,2018-02-13 05:00:00+00:00,ALEXANDER HAMILTON PL NW,11009682,5.7419972
113323,1,1,0,38.926741,-77.03146,397272.033,139874.167,0,38.926894,-77.031463,2018-05-05 04:00:00+00:00,14TH ST NW,11001402,90.9660157
113387,1,1,0,38.920941,-77.071939,393761.594,139232.345,0,38.920838,-77.071989,2019-07-22 04:00:00+00:00,WISCONSIN AVE NW,11094052,48.87
113389,1,1,0,38.885607,-77.000573,399950.274,135307.551,0,38.885607,-77.000573,2018-02-14 05:00:00+00:00,4TH ST SE,13000402,0.024731599999999996
113529,1,1,0,38.951021000000004,-77.019632,398298.24,142569.21300000002,0,38.951021000000004,-77.019632,2018-02-14 05:00:00+00:00,FARRAGUT ST NW,11034972,0.0467367
113584,1,1,0,38.952363,-77.00748,399321.675,142773.427,0,38.952329,-77.007485,2018-02-15 05:00:00+00:00,GALLATIN ST NE,12039062,30.754371999999996
113724,1,1,0,38.900397,-77.012171,398944.224,136949.439,0,38.900397,-77.011985,2019-07-23 04:00:00+00:00,H ST NW,11042442,27.45
113751,1,1,0,38.895395,-76.948665,404453.30600000004,136395.272,0,38.895303000000006,-76.948667,2019-07-23 04:00:00+00:00,MINNESOTA AVE NE,12061162,46.77
113760,1,1,0,38.877652000000005,-77.017661,398467.525,134424.58,0,38.877655,-77.017684,2019-07-22 04:00:00+00:00,,,-999.0
113900,1,1,0,38.909641,-77.04575799999999,396031.344,137976.516,0,38.909725,-77.04575899999999,2018-02-15 05:00:00+00:00,P ST NW,11068382,8.4702094
113904,1,1,0,38.917821,-77.041648,396388.219,138884.34,0,38.917790999999994,-77.04164300000001,2019-07-23 04:00:00+00:00,18TH ST NW,11001802,3.3
113919,1,1,1,38.903023,-77.040196,396513.393,137241.654,0,38.902908000000004,-77.040269,2019-07-23 04:00:00+00:00,CONNECTICUT AVE NW & K ST NW & K ST NW Service Rd,11025152,83.21
113944,1,1,0,38.925366,-77.033002,397138.291,139721.642,0,38.925368,-77.032975,2018-02-15 05:00:00+00:00,GIRARD ST NW,11040432,11.162218600000001
113987,1,1,0,38.878362,-76.930033,406071.026,134505.65,0,38.878381,-76.930242,2019-07-23 04:00:00+00:00,51ST ST SE,13005102,26.99
114059,1,1,0,38.915289,-77.036574,396834.005,138603.15099999998,0,38.915289,-77.036574,2017-02-25 05:00:00+00:00,T ST NW,11084562,32.001965399999996
114157,1,1,0,38.896122999999996,-77.012164,398944.76,136474.94,0,38.895962,-77.012206,2019-07-24 04:00:00+00:00,E ST NW,11031332,18.18
114166,1,1,0,38.903704,-77.04345699999999,396230.61,137317.339,0,38.903704,-77.04344300000001,2018-02-16 05:00:00+00:00,L ST NW,11053492,5.505989
114219,1,1,0,38.912409999999994,-77.008587,399255.265,138282.932,0,38.912551,-77.008627,2019-07-24 04:00:00+00:00,LINCOLN RD NE,12055642,9.2
114366,1,1,0,38.874347,-77.011011,399044.528,134057.587,0,38.874466999999996,-77.011018,2018-05-05 04:00:00+00:00,N ST SW,14063182,19.25
114769,1,1,0,38.917284,-77.004715,399591.124,138823.906,0,38.917093,-77.004357,2019-07-25 04:00:00+00:00,U ST NE,12087232,35.64
114815,1,1,0,38.902594,-77.061417,394672.645,137194.958,0,38.902606,-77.061323,2019-07-26 04:00:00+00:00,31ST ST NW & K ST NW & Driveway-58014442,11003102,16.37
114840,1,1,0,38.900209999999994,-77.009621,399165.479,136928.62699999998,0,38.900063,-77.00962,2018-02-18 05:00:00+00:00,H ST NE,12042442,50.901752200000004
114925,1,1,0,38.89686,-77.007778,399325.249,136556.769,0,38.895893,-77.005392,2019-07-26 04:00:00+00:00,MASSACHUSETTS AVE NE,12059602,31.53
115046,1,1,0,38.901723,-77.03851800000001,396658.906,137097.24,0,38.901529,-77.038558,2018-10-26 04:00:00+00:00,CONNECTICUT AVE NW,11025152,20.667313399999998
115050,1,1,1,38.931523,-77.07575,393432.089,140407.362,0,38.931418,-77.07725,2019-07-26 04:00:00+00:00,39TH ST NW & MASSACHUSETTS AVE NW,11003902,20.94
115151,1,1,0,38.912209000000004,-77.034823,396979.811,138261.094,0,38.912039,-77.034487,2019-03-13 04:00:00+00:00,15TH ST NW,11001502,19.54
115200,1,2,0,38.961864,-77.072473,393718.869,143775.19,0,38.961915000000005,-77.072386,2018-08-01 04:00:00+00:00,LEGATION ST NW,11054922,27.764617200000004
115256,1,2,0,38.919123,-77.021899,398100.905,139028.326,0,38.919123,-77.022125,2019-07-27 04:00:00+00:00,GEORGIA AVE NW,11040042,24.51
115265,1,1,0,38.939588,-77.02252800000001,398046.94399999996,141300.07,0,38.939723,-77.02261899999999,2019-07-27 04:00:00+00:00,8TH ST NW,11000802,55.17
115323,1,1,0,38.879936,-77.024384,397884.2,134678.24800000002,0,38.878842,-77.02282,2019-09-20 04:00:00+00:00,7TH ST SW,14000702,24.4
115362,1,1,0,38.895433000000004,-77.02958199999999,397433.783,136398.69400000002,0,38.895435,-77.02958100000001,2018-02-20 05:00:00+00:00,13TH ST NW,11001302,5.1862144
115567,1,1,0,38.898315000000004,-77.026712,397682.856,136718.59,0,38.898245,-77.026712,2018-02-20 05:00:00+00:00,11TH ST NW,11001102,29.04
115669,1,1,0,38.911871000000005,-77.041354,396413.38,138223.812,0,38.911745,-77.041455,2018-11-28 05:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,16.43
115688,1,2,0,38.953742,-77.056296,395120.39,142872.54,0,38.953697,-77.056294,2018-06-07 04:00:00+00:00,DAVENPORT ST NW,11027492,4.908797
115819,1,1,0,38.948384000000004,-77.016165,398598.701,142276.375,0,38.948381,-77.016253,2018-08-01 04:00:00+00:00,DECATUR ST NW & Alley-47001652,11028212,21.33
115854,1,1,0,38.902405,-77.051935,395495.135,137173.49800000002,0,38.902275,-77.051934,2018-08-01 04:00:00+00:00,K ST NW,11050892,52.82
